test	pin_file	area	verdict	evidence	declined_ref	pin_commit	sweep_date	confidence	source_doc
todo_updates_preserve_scroll_and_close_the_menu_when_the_list_disappears	crates/warp_tui/src/terminal_session_view_tests.rs	warp-tui	MISSING-SUBSYSTEM	The pin's read-only todo menu is absent: the fork's `TuiReadOnlyMenuKind` has only `{ Shortcuts, Status }` (crates/warp_tui/src/read_only_menu.rs) against the pin's `{ Shortcuts, Status, Todos }`, and `TuiTerminalSessionAction::ToggleTodoMenu`, `read_only_menu_viewport`, `todo_list_mouse` and the `set_selected_todo_list`/`set_enabled_statusline_items` fixtures are all 0 hits. `TuiStatuslineItem::AgentTodoList` and `AIAgentTodoList::with_pending_items` do exist, so the data model is present and only the menu surface is missing.		42effe840	2026-08-15	clean	issue-592-repin-newtests
tui_cli_shell_command_uses_channel_entry_points	crates/warp_tui/src/terminal_session_view_tests.rs	warp-tui	DIVERGENT	Same dead helper as `provider_api_key_shell_command...` above — its two real call sites (cloud resume, API-key shell-out) are respectively CLOUD and replaced by `api_keys_menu.rs`. [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical) and it still exists upstream under this exact name, so the verdict carries forward on that mechanical evidence. But the file's shared non-test region changed HEAVILY: statusline helpers (`format_context_window_usage`, `FooterSegment`, `render_status_footer_row`, ...) moved out of `super::` into a new `super::statusline` module, `SESSION_COMPOSER_OWNS_INPUT_FLAG` was renamed `SESSION_COMPOSER_SHORTCUTS_ACTIVE_FLAG`, the `crate::grok_oauth::{TuiGrokOAuthBlockAction, new_block}` import was dropped, and MCP/todo/onboarding fixtures were added -- the fixtures this test calls were NOT traced individually, so a port must re-check them.]		42effe840	2026-08-15	clean	docs/sweep/warp-tui.md
upgrade_slash_command_is_always_available_and_opens_the_upgrade_page	crates/warp_tui/src/terminal_session_view_tests.rs	warp-tui	DECLINED	Executes `slash_commands::UPGRADE` (defined at pin app/src/search/slash_command_menu/static_commands/commands.rs:150 and added to the registry list at :973). No `pub const|static UPGRADE:` exists anywhere in the fork. DECLINED.md #11 "upgrade flows. No BYOP equivalent."	#11	42effe840	2026-08-15	clean	issue-592-repin-newtests
user_controlled_alt_screen_keeps_full_session_input_on_the_pty	crates/warp_tui/src/terminal_session_view_tests.rs	warp-tui	PORTED	RE-VERIFIED 2026-08-10, still MISSING-SUBSYSTEM: needs view.running_command_hint(ctx), which does not exist anywhere in terminal_session_view.rs -- this is one of TODO.md's "two missing hint strings" for the #456 AgentTerminalControl cluster. RE-ADJUDICATED@42effe840 2026-08-15: WAS MISSING-SUBSYSTEM, NOW PORTED -- the stated reason expired. The old evidence said this 'needs view.running_command_hint(ctx), which does not exist anywhere in terminal_session_view.rs'. It exists now: crates/warp_tui/src/terminal_session_view.rs:5186, landed by fork commit edd9b31b6 'feat(warp_tui): attach hint + agent-control NLD lock (4 tests)' on 2026-08-11, whose own message says it 'Ports 3 pin tests' and names this one. The fork's copy is at terminal_session_view_tests.rs:3074. TWO CAVEATS. (1) The port is WEAKER than the pin test: the pin asserted `!lines.iter().any(|line| line.contains('┌') || line.contains("auto (cost-efficient)"))` and the fork's copy dropped the `auto (cost-efficient)` clause entirely. (2) Upstream then BROADENED the same assertion at the new pin to `line.chars().any(|glyph| "┌┐└┘─│▁▏▕▔".contains(glyph)) || line.contains("auto (cost-efficient)")`. So the fork now asserts one glyph where the new pin asserts ten, plus a clause the fork never ported. Flagged rather than silently carried.		42effe840	2026-08-15	clean	docs/sweep/warp-tui.md
user_info_updates_only_require_an_open_status_menu_repaint	crates/warp_tui/src/terminal_session_view_tests.rs	warp-tui	DECLINED	Same #389 row, same correction. [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical) and it still exists upstream under this exact name, so the verdict carries forward on that mechanical evidence. But the file's shared non-test region changed HEAVILY: statusline helpers (`format_context_window_usage`, `FooterSegment`, `render_status_footer_row`, ...) moved out of `super::` into a new `super::statusline` module, `SESSION_COMPOSER_OWNS_INPUT_FLAG` was renamed `SESSION_COMPOSER_SHORTCUTS_ACTIVE_FLAG`, the `crate::grok_oauth::{TuiGrokOAuthBlockAction, new_block}` import was dropped, and MCP/todo/onboarding fixtures were added -- the fixtures this test calls were NOT traced individually, so a port must re-check them.]	#389	42effe840	2026-08-15	clean	docs/sweep/warp-tui.md
vim_mode_indicator_shown_only_when_vim_mode_is_enabled	crates/warp_tui/src/terminal_session_view_tests.rs	warp-tui	PORTED	Already in the fork at crates/warp_tui/src/terminal_session_view_tests.rs:2732; same INS/NOR/REP progression through `view.vim_mode_indicator(ctx)` and the same rendered-footer checks.		42effe840	2026-08-15	clean	issue-592-repin-newtests
vim_mode_slash_command_is_registered_in_command_registry	crates/warp_tui/src/terminal_session_view_tests.rs	warp-tui	PORTED	Already in the fork at crates/warp_tui/src/terminal_session_view_tests.rs:2662, with the divergence documented in its own doc comment: "Unlike upstream Warp (which gates surfaces via a supported_surfaces field on StaticCommand), this fork gates TUI-executable commands via StaticCommand::supports_tui() ..., so that is what this test validates instead." Same name, same command, same property.		42effe840	2026-08-15	clean	issue-592-repin-newtests
vim_mode_slash_command_persists_toggle	crates/warp_tui/src/terminal_session_view_tests.rs	warp-tui	PORTED	Already in the fork at crates/warp_tui/src/terminal_session_view_tests.rs:2674; identical assertions (off->on->off, VIM_MODE_ENABLED_HINT / VIM_MODE_DISABLED_HINT) minus the pin's explicit `app.update(AppEditorSettings::register)`, which the fork's add_focus_test_session already covers ("AppEditorSettings is already registered by add_focus_test_session's underlying register_all_settings").		42effe840	2026-08-15	clean	issue-592-repin-newtests
visible_startup_script_shows_no_running_command_hint	crates/warp_tui/src/terminal_session_view_tests.rs	warp-tui	DIVERGENT	Already ported as `visible_startup_script_shows_no_interrupt_hint`. Three dropped pin assertions (`can_attach_agent_to_running_command`, `SESSION_CAN_ATTACH_AGENT_TO_RUNNING_COMMAND_FLAG`, `try_attach_agent_to_running_co [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical) and it still exists upstream under this exact name, so the verdict carries forward on that mechanical evidence. But the file's shared non-test region changed HEAVILY: statusline helpers (`format_context_window_usage`, `FooterSegment`, `render_status_footer_row`, ...) moved out of `super::` into a new `super::statusline` module, `SESSION_COMPOSER_OWNS_INPUT_FLAG` was renamed `SESSION_COMPOSER_SHORTCUTS_ACTIVE_FLAG`, the `crate::grok_oauth::{TuiGrokOAuthBlockAction, new_block}` import was dropped, and MCP/todo/onboarding fixtures were added -- the fixtures this test calls were NOT traced individually, so a port must re-check them.]		42effe840	2026-08-15	clean	docs/sweep/warp-tui.md
voice_accepts_exact_and_whitespace_only_arguments	crates/warp_tui/src/terminal_session_view_tests.rs	warp-tui	DECLINED	same (section cites #389) [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical) and it still exists upstream under this exact name, so the verdict carries forward on that mechanical evidence. But the file's shared non-test region changed HEAVILY: statusline helpers (`format_context_window_usage`, `FooterSegment`, `render_status_footer_row`, ...) moved out of `super::` into a new `super::statusline` module, `SESSION_COMPOSER_OWNS_INPUT_FLAG` was renamed `SESSION_COMPOSER_SHORTCUTS_ACTIVE_FLAG`, the `crate::grok_oauth::{TuiGrokOAuthBlockAction, new_block}` import was dropped, and MCP/todo/onboarding fixtures were added -- the fixtures this test calls were NOT traced individually, so a port must re-check them.]	#389	42effe840	2026-08-15	clean	docs/sweep/warp-tui.md
voice_click_is_interactive_only_within_the_segment_bounds	crates/warp_tui/src/terminal_session_view_tests.rs	warp-tui	DECLINED	same (section cites #389) [RE-EXAMINED@42effe840 2026-08-15: ASSERTION CHANGE -- the footer label the test hunts for went `footer_label_position(&buffer, "Voice")` -> `footer_label_position(&buffer, "◉ Voice")` and the out-of-bounds probe moved from `voice_col + 5` to `voice_col + 7` to match the wider label. Also now `#[cfg(feature = "voice_input")]`. Verdict unchanged (DECLINED.md #389).]	#389	42effe840	2026-08-15	clean	docs/sweep/warp-tui.md
voice_controls_stay_disabled_without_voice_input_support	crates/warp_tui/src/terminal_session_view_tests.rs	warp-tui	DECLINED	DECLINED.md: "Voice-input UI (TUI composer, statusline item, /voice) | #389 | Not a gap - the transcription backend the UI would drive is cloud, and this fork has already turned it off", with marker path:crates/warp_tui/src/voice_input.rs. Confirmed absent: TuiVoiceInputState, TuiVoiceInputHoldKey, TuiVoiceSettings, requires_modifier_key_reporting, VOICE_INPUT_BINDING_NAME, voice_statusline_is_available and SESSION_COMPOSER_SHORTCUTS_ACTIVE_FLAG are all 0 hits in the fork. RE-PIN NOTE: upstream has made voice input an opt-in `voice_input` cargo feature at 42effe840 (see the `#[cfg(feature = "voice_input")]` guards on this file's own imports and on three of these five tests), which makes the fork's no-voice build the upstream-supported configuration rather than a divergence - #389 gets cheaper to hold, not closer to being reversed.	#389	42effe840	2026-08-15	clean	issue-592-repin-newtests
voice_hold_handler_keeps_release_after_composer_loses_input	crates/warp_tui/src/terminal_session_view_tests.rs	warp-tui	DECLINED	DECLINED.md: "Voice-input UI (TUI composer, statusline item, /voice) | #389 | Not a gap - the transcription backend the UI would drive is cloud, and this fork has already turned it off", with marker path:crates/warp_tui/src/voice_input.rs. Confirmed absent: TuiVoiceInputState, TuiVoiceInputHoldKey, TuiVoiceSettings, requires_modifier_key_reporting, VOICE_INPUT_BINDING_NAME, voice_statusline_is_available and SESSION_COMPOSER_SHORTCUTS_ACTIVE_FLAG are all 0 hits in the fork. RE-PIN NOTE: upstream has made voice input an opt-in `voice_input` cargo feature at 42effe840 (see the `#[cfg(feature = "voice_input")]` guards on this file's own imports and on three of these five tests), which makes the fork's no-voice build the upstream-supported configuration rather than a divergence - #389 gets cheaper to hold, not closer to being reversed.	#389	42effe840	2026-08-15	clean	issue-592-repin-newtests
voice_hold_handler_matches_only_the_configured_side	crates/warp_tui/src/terminal_session_view_tests.rs	warp-tui	DECLINED	DECLINED.md: "Voice-input UI (TUI composer, statusline item, /voice) | #389 | Not a gap - the transcription backend the UI would drive is cloud, and this fork has already turned it off", with marker path:crates/warp_tui/src/voice_input.rs. Confirmed absent: TuiVoiceInputState, TuiVoiceInputHoldKey, TuiVoiceSettings, requires_modifier_key_reporting, VOICE_INPUT_BINDING_NAME, voice_statusline_is_available and SESSION_COMPOSER_SHORTCUTS_ACTIVE_FLAG are all 0 hits in the fork. RE-PIN NOTE: upstream has made voice input an opt-in `voice_input` cargo feature at 42effe840 (see the `#[cfg(feature = "voice_input")]` guards on this file's own imports and on three of these five tests), which makes the fork's no-voice build the upstream-supported configuration rather than a divergence - #389 gets cheaper to hold, not closer to being reversed.	#389	42effe840	2026-08-15	clean	issue-592-repin-newtests
voice_hold_keys_preserve_left_and_right_modifiers	crates/warp_tui/src/terminal_session_view_tests.rs	warp-tui	DECLINED	DECLINED.md: "Voice-input UI (TUI composer, statusline item, /voice) | #389 | Not a gap - the transcription backend the UI would drive is cloud, and this fork has already turned it off", with marker path:crates/warp_tui/src/voice_input.rs. Confirmed absent: TuiVoiceInputState, TuiVoiceInputHoldKey, TuiVoiceSettings, requires_modifier_key_reporting, VOICE_INPUT_BINDING_NAME, voice_statusline_is_available and SESSION_COMPOSER_SHORTCUTS_ACTIVE_FLAG are all 0 hits in the fork. RE-PIN NOTE: upstream has made voice input an opt-in `voice_input` cargo feature at 42effe840 (see the `#[cfg(feature = "voice_input")]` guards on this file's own imports and on three of these five tests), which makes the fork's no-voice build the upstream-supported configuration rather than a divergence - #389 gets cheaper to hold, not closer to being reversed.	#389	42effe840	2026-08-15	clean	issue-592-repin-newtests
voice_input_uses_ctrl_s_only_when_composer_shortcuts_are_active	crates/warp_tui/src/terminal_session_view_tests.rs	warp-tui	DECLINED	DECLINED.md: "Voice-input UI (TUI composer, statusline item, /voice) | #389 | Not a gap - the transcription backend the UI would drive is cloud, and this fork has already turned it off", with marker path:crates/warp_tui/src/voice_input.rs. Confirmed absent: TuiVoiceInputState, TuiVoiceInputHoldKey, TuiVoiceSettings, requires_modifier_key_reporting, VOICE_INPUT_BINDING_NAME, voice_statusline_is_available and SESSION_COMPOSER_SHORTCUTS_ACTIVE_FLAG are all 0 hits in the fork. RE-PIN NOTE: upstream has made voice input an opt-in `voice_input` cargo feature at 42effe840 (see the `#[cfg(feature = "voice_input")]` guards on this file's own imports and on three of these five tests), which makes the fork's no-voice build the upstream-supported configuration rather than a divergence - #389 gets cheaper to hold, not closer to being reversed.	#389	42effe840	2026-08-15	clean	issue-592-repin-newtests
voice_input_uses_ctrl_s_only_when_the_composer_owns_input	crates/warp_tui/src/terminal_session_view_tests.rs	warp-tui	DECLINED	same (section cites #389) [RE-EXAMINED@42effe840 2026-08-15: THE PIN TEST IS GONE BY NAME, replaced by `voice_input_uses_ctrl_s_only_when_composer_shortcuts_are_active`, which is a real semantic change and not just a rename: the keymap flag `SESSION_COMPOSER_OWNS_INPUT_FLAG` became `SESSION_COMPOSER_SHORTCUTS_ACTIVE_FLAG`, and the binding lookup went from `.find(|b| b.name == VOICE_INPUT_BINDING_NAME).expect(...)` (assert the ONLY such binding is ctrl-s) to `.filter(name).find(|b| trigger == ctrl-s).expect("hardcoded ctrl-s voice-input binding")` (assert ONE OF them is ctrl-s) -- a strictly weaker invariant. Also now `#[cfg(feature = "voice_input")]`. Verdict unchanged (DECLINED.md #389).]	#389	42effe840	2026-08-15	clean	docs/sweep/warp-tui.md
voice_slash_command_rejects_arguments_before_prompt_fallback	crates/warp_tui/src/terminal_session_view_tests.rs	warp-tui	DECLINED	same (section cites #389) [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical) and it still exists upstream under this exact name, so the verdict carries forward on that mechanical evidence. But the file's shared non-test region changed HEAVILY: statusline helpers (`format_context_window_usage`, `FooterSegment`, `render_status_footer_row`, ...) moved out of `super::` into a new `super::statusline` module, `SESSION_COMPOSER_OWNS_INPUT_FLAG` was renamed `SESSION_COMPOSER_SHORTCUTS_ACTIVE_FLAG`, the `crate::grok_oauth::{TuiGrokOAuthBlockAction, new_block}` import was dropped, and MCP/todo/onboarding fixtures were added -- the fixtures this test calls were NOT traced individually, so a port must re-check them.]	#389	42effe840	2026-08-15	clean	docs/sweep/warp-tui.md
voice_toggle_stops_listening_and_ignores_transcribing	crates/warp_tui/src/terminal_session_view_tests.rs	warp-tui	DECLINED	same (section cites #389) [RE-EXAMINED@42effe840 2026-08-15: ASSERTION CHANGE -- both dispatches went from `TuiTerminalSessionAction::ToggleVoiceInput` to `TuiTerminalSessionAction::ToggleVoiceInputFromStatusline`, i.e. upstream split the toggle action by entry point. Also now `#[cfg(feature = "voice_input")]`. Verdict unchanged (DECLINED.md #389).]	#389	42effe840	2026-08-15	clean	docs/sweep/warp-tui.md
zero_state_position_stays_stable_across_shell_bootstrap	crates/warp_tui/src/terminal_session_view_tests.rs	warp-tui	PORTABLE	Drives `terminal_model.lock().block_list_mut().reinit_shell()` and asserts the zero-state title row does not shift when the bootstrap hint appears. Every piece exists in the fork: `reinit_shell` (app/src/terminal/model/blocks.rs), `STARTING_SHELL_HINT = "Starting shell..."` (crates/warp_tui/src/terminal_session_view.rs:167) with the fork's own `bootstrap_renders_starting_shell_above_input` (:1501) already exercising it, and a zero-state title row (crates/warp_tui/src/zero_state.rs:265). One-string adaptation: the fork's title is "Warp Agent", the pin's is "Warp Agent CLI" (pin zero_state.rs:650). The fork's existing test asserts ORDER (status above input); this new one asserts POSITION STABILITY, a different property.		42effe840	2026-08-15	judgement	issue-592-repin-newtests
zero_state_running_command_hint_shows_attachment	crates/warp_tui/src/terminal_session_view_tests.rs	warp-tui	PORTED	RE-VERIFIED 2026-08-10, still MISSING-SUBSYSTEM: needs the same missing attach-hint mechanism as user_controlled_alt_screen_keeps_full_session_input_on_the_pty above -- the fork's footer_hint only renders RUNNING_COMMAND_DETACH_HINT (post-attach), never an attach-side hint ("to use agent"). RE-ADJUDICATED@42effe840 2026-08-15: WAS MISSING-SUBSYSTEM, NOW PORTED -- the stated reason expired. The old evidence said the fork's footer_hint 'only renders RUNNING_COMMAND_DETACH_HINT (post-attach), never an attach-side hint'. `running_command_hint` now exists (terminal_session_view.rs:5186) and this test was ported by fork commit edd9b31b6 on 2026-08-11 (fork copy at terminal_session_view_tests.rs:1743). Two deliberate adaptations: the fork reads `view.session_state.resolve(ctx)` where the pin calls `view.session_state(ctx)`, and asserts the de-branded `"Warp Agent"` where the pin asserts `"Warp Agent CLI"`. Pin body otherwise unchanged 02b53fcd8->42effe840.		42effe840	2026-08-15	clean	docs/sweep/warp-tui.md
all_failed_run_agents_uses_failure_glyph	crates/warp_tui/src/tool_call_labels_tests.rs	warp-tui	DECLINED	— `all_failed_run_agents_uses_failure_glyph` needs the RunAgents family; `DECLINED.md` #325 (agent-invoked agent spawning). [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical), but the file's shared non-test region (imports/fixtures/helpers) did change upstream and was not traced per-test; verdict carried forward on the body.]	#325	42effe840	2026-08-15	clean	docs/sweep/warp-tui.md
tool_call_label_spans_bold_only_the_first_word	crates/warp_tui/src/tool_call_labels_tests.rs	warp-tui	PORTED	Already in the fork under the same name at `crates/warp_tui/src/tool_call_labels_tests.rs:338`, with a byte-identical body: same `styled_tool_call_label_spans("Grepped for needle in src", &builder)` split, same BOLD/`neutral_7_text_style` assertions, same `"MCP tool create_issue failed"` case. `styled_tool_call_label_spans` lives at crates/warp_tui/src/agent_block_sections.rs. No debt.		42effe840	2026-08-15	clean	issue-592-newtest-gap
design_palettes_match_figma_in_dark_and_light_themes	crates/warp_tui/src/tui_builder_tests.rs	warp-tui	MISSING-SUBSYSTEM	New at 42effe840. Asserts `builder.brand_primary_style().fg` and `builder.brand_accent_style().fg` against fixed Figma hexes (0xD2B5FFFF / 0xE2FFD4FF dark, 0x9C58F0FF / 0x33770BFF light). Neither accessor exists in the fork: `grep -n brand crates/warp_tui/src/tui_builder.rs` -> 0 hits. (`rounded_midpoint_color`, `warping_base_color` and `agent_identity_palette` DO exist there, so only the brand pair is missing -- and it encodes Warp brand colours, which is worth a look before porting rather than after.)		42effe840	2026-08-15	clean	issue-592-newtest-gap
voice_input_border_pulses_between_cyan_overlay_2_and_lilac_600	crates/warp_tui/src/tui_builder_tests.rs	warp-tui	DECLINED	— `voice_input_border_pulses_between_cyan_overlay_2_and_lilac_600`; `DECLINED.md` #389/#352. [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical), but the file's shared non-test region (imports/fixtures/helpers) did change upstream and was not traced per-test; verdict carried forward on the body.]	#389	42effe840	2026-08-15	clean	docs/sweep/warp-tui.md
escape_while_editing_exits_editor_without_cancelling	crates/warp_tui/src/tui_shell_command_view_tests.rs	warp-tui	COVERED-ELSEWHERE	— `escape_while_editing_exits_editor_without_cancelling`. The save-not-cancel behaviour is already covered by the fork's own `escape_while_editing_exits_edit_mode_without_rejecting_or_discarding` (`tui_shell_command_view [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical), but the file's shared non-test region (imports/fixtures/helpers) did change upstream and was not traced per-test; verdict carried forward on the body.]		42effe840	2026-08-15	clean	docs/sweep/warp-tui.md
cost_formats_cents_as_dollars	crates/warp_tui/src/usage_tests.rs	warp-tui	DECLINED	, all 3 — `format_cost`, `entry_text`, `TuiUsageDisplayMode`, `ConversationUsageTotals { credits_spent, cost_in_cents }` don't exist anywhere in the fork (repo-wide `TuiUsageDisplayMode` grep is empty). `usage.rs`'s own [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical), but the file's shared non-test region (imports/fixtures/helpers) did change upstream and was not traced per-test; verdict carried forward on the body.]		42effe840	2026-08-15	clean	docs/sweep/warp-tui.md
cost_mode_explicitly_marks_unknown_historical_cost	crates/warp_tui/src/usage_tests.rs	warp-tui	DIVERGENT	New at 42effe840. Both assert on the credits/cost footer toggle: `entry_text(TuiUsageDisplayMode::Cost, ConversationUsageTotals { credits_spent, cost_in_cents, has_usage })` == "Cost unavailable", and `UsageToggle::render_entry` gating `$0.03` behind `FeatureFlag::TuiCostTransparency`. The fork deliberately replaced that entry, and says so in the module doc it would have to be reverted from -- `crates/warp_tui/src/usage.rs:1-12`: "BYOP replacement for Warp's cloud credits/cost usage entry. Warp's `ConversationUsageTotals` (credits_spent / cost_in_cents) are both server-computed and structurally zero in BYOP ... so the footer shows the one usage number BYOP actually has: the selected conversation's context-window occupancy ... The entry is informational: unlike Warp's credits<->cost entry it is not clickable and carries no persisted display-mode setting." `UsageToggle`, `TuiUsageDisplayMode` and `TuiCostTransparency` therefore have no definition in the fork at all.		42effe840	2026-08-15	judgement	issue-592-newtest-gap
entry_text_follows_the_persisted_display_mode	crates/warp_tui/src/usage_tests.rs	warp-tui	DECLINED	, all 3 — `format_cost`, `entry_text`, `TuiUsageDisplayMode`, `ConversationUsageTotals { credits_spent, cost_in_cents }` don't exist anywhere in the fork (repo-wide `TuiUsageDisplayMode` grep is empty). `usage.rs`'s own [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical), but the file's shared non-test region (imports/fixtures/helpers) did change upstream and was not traced per-test; verdict carried forward on the body.]		42effe840	2026-08-15	clean	docs/sweep/warp-tui.md
entry_text_matches_the_gui_credits_formatting	crates/warp_tui/src/usage_tests.rs	warp-tui	DECLINED	, all 3 — `format_cost`, `entry_text`, `TuiUsageDisplayMode`, `ConversationUsageTotals { credits_spent, cost_in_cents }` don't exist anywhere in the fork (repo-wide `TuiUsageDisplayMode` grep is empty). `usage.rs`'s own [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical), but the file's shared non-test region (imports/fixtures/helpers) did change upstream and was not traced per-test; verdict carried forward on the body.]		42effe840	2026-08-15	clean	docs/sweep/warp-tui.md
footer_usage_entry_gates_the_cost_toggle_behind_the_feature_flag	crates/warp_tui/src/usage_tests.rs	warp-tui	DIVERGENT	New at 42effe840. Both assert on the credits/cost footer toggle: `entry_text(TuiUsageDisplayMode::Cost, ConversationUsageTotals { credits_spent, cost_in_cents, has_usage })` == "Cost unavailable", and `UsageToggle::render_entry` gating `$0.03` behind `FeatureFlag::TuiCostTransparency`. The fork deliberately replaced that entry, and says so in the module doc it would have to be reverted from -- `crates/warp_tui/src/usage.rs:1-12`: "BYOP replacement for Warp's cloud credits/cost usage entry. Warp's `ConversationUsageTotals` (credits_spent / cost_in_cents) are both server-computed and structurally zero in BYOP ... so the footer shows the one usage number BYOP actually has: the selected conversation's context-window occupancy ... The entry is informational: unlike Warp's credits<->cost entry it is not clickable and carries no persisted display-mode setting." `UsageToggle`, `TuiUsageDisplayMode` and `TuiCostTransparency` therefore have no definition in the fork at all.		42effe840	2026-08-15	judgement	issue-592-newtest-gap
cancel_returns_the_model_to_idle	crates/warp_tui/src/voice_input_tests.rs	warp-tui	DECLINED	, all 3 — `DECLINED.md` #389/#352. Pin's `voice_input.rs` imports `VoiceInputLifecycleState`, `VoiceTranscriber`, `AIRequestUsageModel` — the disabled cloud transcription backend. `cancel_returns_the_model_to_idle`, `sta [RE-EXAMINED@42effe840 2026-08-15: body changed only by constructor threading -- `app.add_model(TuiVoiceInputModel::new)` -> `add_voice_model(&mut app)`, which now builds a `BlocklistAIInputModel::mock(...)` input-mode dependency first. Every state assertion is unchanged.]	#389	42effe840	2026-08-15	clean	docs/sweep/warp-tui.md
hold_release_stops_only_a_recording_the_hold_started	crates/warp_tui/src/voice_input_tests.rs	warp-tui	DECLINED	New at 42effe840. Needs `TuiVoiceInputModel`, `TuiVoiceInputState`, `VoiceInputStartSource`; `crates/warp_tui/src/voice_input.rs` does not exist in the fork. DECLINED.md: **Voice-input UI (TUI composer, statusline item, `/voice`)** | #389 | "Not a gap -- the transcription backend the UI would drive is cloud, and this fork has already turned it off." That row carries the machine-checkable marker `path:crates/warp_tui/src/voice_input.rs`, i.e. this exact file.	#389	42effe840	2026-08-15	clean	issue-592-newtest-gap
start_does_not_replace_an_active_session	crates/warp_tui/src/voice_input_tests.rs	warp-tui	DECLINED	, all 3 — `DECLINED.md` #389/#352. Pin's `voice_input.rs` imports `VoiceInputLifecycleState`, `VoiceTranscriber`, `AIRequestUsageModel` — the disabled cloud transcription backend. `cancel_returns_the_model_to_idle`, `sta [RE-EXAMINED@42effe840 2026-08-15: body changed only by constructor threading -- `app.add_model(TuiVoiceInputModel::new)` -> `add_voice_model(&mut app)`, which now builds a `BlocklistAIInputModel::mock(...)` input-mode dependency first. Every state assertion is unchanged.]	#389	42effe840	2026-08-15	clean	docs/sweep/warp-tui.md
stop_hold_only_ends_a_held_recording	crates/warp_tui/src/voice_input_tests.rs	warp-tui	DECLINED	New at 42effe840. Needs `TuiVoiceInputModel`, `TuiVoiceInputState`, `VoiceInputStartSource`; `crates/warp_tui/src/voice_input.rs` does not exist in the fork. DECLINED.md: **Voice-input UI (TUI composer, statusline item, `/voice`)** | #389 | "Not a gap -- the transcription backend the UI would drive is cloud, and this fork has already turned it off." That row carries the machine-checkable marker `path:crates/warp_tui/src/voice_input.rs`, i.e. this exact file.	#389	42effe840	2026-08-15	clean	issue-592-newtest-gap
stop_transitions_the_model_to_transcribing	crates/warp_tui/src/voice_input_tests.rs	warp-tui	DECLINED	, all 3 — `DECLINED.md` #389/#352. Pin's `voice_input.rs` imports `VoiceInputLifecycleState`, `VoiceTranscriber`, `AIRequestUsageModel` — the disabled cloud transcription backend. `cancel_returns_the_model_to_idle`, `sta [RE-EXAMINED@42effe840 2026-08-15: body changed only by constructor threading -- `app.add_model(TuiVoiceInputModel::new)` -> `add_voice_model(&mut app)`, which now builds a `BlocklistAIInputModel::mock(...)` input-mode dependency first. Every state assertion is unchanged.]	#389	42effe840	2026-08-15	clean	docs/sweep/warp-tui.md
the_hold_key_clears_when_its_recording_ends_by_another_path	crates/warp_tui/src/voice_input_tests.rs	warp-tui	DECLINED	New at 42effe840. Needs `TuiVoiceInputModel`, `TuiVoiceInputState`, `VoiceInputStartSource`; `crates/warp_tui/src/voice_input.rs` does not exist in the fork. DECLINED.md: **Voice-input UI (TUI composer, statusline item, `/voice`)** | #389 | "Not a gap -- the transcription backend the UI would drive is cloud, and this fork has already turned it off." That row carries the machine-checkable marker `path:crates/warp_tui/src/voice_input.rs`, i.e. this exact file.	#389	42effe840	2026-08-15	clean	issue-592-newtest-gap
a_later_forward_flick_restores_forward_idle_direction	crates/warp_tui/src/zero_state_animation_tests.rs	warp-tui	MISSING-SUBSYSTEM	New at 42effe840: upstream added an interactive drag/flick rotation layer to the TUI zero-state logo. Test names `ZeroStateInteractionHandle, MOMENTUM_SETTLE_DURATION`; no definition of any of those exists in the fork (`grep -rE '(fn|struct|enum|const) <sym>' app/src crates lib` -> 0 hits). The fork ships `crates/warp_tui/src/zero_state_animation.rs` but only the idle-rotation half of it. Non-cloud: the pin file's `use` list reaches no `crate::server::`/`cloud_object`/`warp_graphql` module.		42effe840	2026-08-15	clean	issue-592-newtest-gap
